species,decimalLongitude,decimalLatitude
Gentianella campestris,14.393427,67.076126
Gentianella campestris,15.190296,68.015009
Gentianella campestris,14.084685,67.157679
Gentianella campestris,14.051762,66.787467
Gentianella campestris,13.849956,66.874904
Gentianella campestris,19.104651,69.719351
Gentianella campestris,17.42031,59.50815
Gentianella campestris,17.13048,59.594
Gentianella campestris,8.631,61.4911
Gentianella campestris,17.24649,60.11076
Gentianella campestris,18.49878,60.29146
Gentianella campestris,18.47601,60.27845
Gentianella campestris,18.12138,60.12169
Gentianella campestris,15.71089,58.48702
Gentianella campestris,18.42329,60.20133
Gentianella campestris,18.93335,59.87924
Gentianella campestris,19.00704,59.78539
Gentianella campestris,18.76448,59.97801
Gentianella campestris,18.81989,60.00613
Gentianella campestris,18.57556,59.93694
Gentianella campestris,18.61176,59.89935
Gentianella campestris,18.6712,59.86304
Gentianella campestris,18.33364,59.72088
Gentianella campestris,18.39933,59.63508
Gentianella campestris,18.73388,59.62096
Gentianella campestris,18.63101,59.70494
Gentianella campestris,18.85011,59.72968
Gentianella campestris,18.5519,59.73716
Gentianella campestris,18.60266,59.75279
Gentianella campestris,18.72848,59.74233
Gentianella campestris,18.27943,59.80543
Gentianella campestris,7.175608,60.832755
Gentianella campestris,9.71943,61.353183
Gentianella campestris,9.659,61.367706
Gentianella campestris,8.816426,61.494035
Gentianella campestris,9.747691,61.604278
Gentianella campestris,14.575579,67.37026
Gentianella campestris,13.44313,57.87151
Gentianella campestris,12.2933,59.11559
Gentianella campestris,15.8067,57.87731
Gentianella campestris,15.48151,58.01577
Gentianella campestris,7.8291,63.37736
Gentianella campestris,17.39743,59.84689
Gentianella campestris,18.3352,59.85915
Gentianella campestris,18.00056,60.46852
Gentianella campestris,17.84366,60.54732
Gentianella campestris,17.51047,60.55468
Gentianella campestris,17.66136,60.41981
Gentianella campestris,17.90084,60.58594
Gentianella campestris,17.52203,60.35973
Gentianella campestris,17.93265,60.51452
Gentianella campestris,17.86925,60.49127
Gentianella campestris,17.86493,60.30818
Gentianella campestris,18.0076,60.54562
Gentianella campestris,14.814601,63.317693
Gentianella campestris,12.097943,63.317131
Gentianella campestris,16.704314,58.344296
Gentianella campestris,14.505734,57.924651
Gentianella campestris,15.747283,57.22195
Gentianella campestris,15.570168,57.220844
Gentianella campestris,14.593197,63.030365
Gentianella campestris,12.702277,56.460262
Gentianella campestris,13.312909,61.088176
Gentianella campestris,14.402791,62.67927
Gentianella campestris,14.383629,62.708331
Gentianella campestris,14.574219,63.035315
Gentianella campestris,16.389388,57.838385
Gentianella campestris,15.664167,57.148897
Gentianella campestris,10.5067139575992,60.2417690769992
Gentianella campestris,8.83256723685754,60.0388444465018
Gentianella campestris,10.1864177239209,59.8768516478989
Gentianella campestris,10.1861180641446,59.8678512937807
Gentianella campestris,10.1504168817079,59.8682509582601
Gentianella campestris,11.4092422757053,62.6624750232501
Gentianella campestris,11.3173355991815,62.7358771427643
Gentianella campestris,11.7551574707076,62.6022758844737
Gentianella campestris,10.835234657113,62.3793578728881
Gentianella campestris,8.19600891950581,60.9302730192167
Gentianella campestris,8.2483,61.9016
Gentianella campestris,11.3429443396357,62.564870387253
Gentianella campestris,8.64886257370748,60.0074413516185
Gentianella campestris,8.97188377471756,59.7385341552874
Gentianella campestris,17.2294,68.3437
Gentianella campestris,15.80054,67.90556
Gentianella campestris,10.4373564894653,59.0660226960898
Gentianella campestris,6.30454,62.4625
Gentianella campestris,6.67332974521521,59.2777925640573
Gentianella campestris,6.45782526056289,59.2242882231626
Gentianella campestris,5.2581,59.5208
Gentianella campestris,5.45865764546928,62.2205954206606
Gentianella campestris,7.4758,60.6063
Gentianella campestris,7.70992,62.44288
Gentianella campestris,8.39043754371473,60.4105544999436
Gentianella campestris,9.0274,60.6473
Gentianella campestris,9.723,59.0289
Gentianella campestris,8.5012463753755,60.285350719458
Gentianella campestris,7.9349,60.7813
Gentianella campestris,9.0438610619501,60.3580590976959
Gentianella campestris,7.9156,60.809
Gentianella campestris,8.54952979716086,60.7164681923642
Gentianella campestris,9.70939241322263,60.1227565433506
Gentianella campestris,8.15976759977617,59.4934163811423
Gentianella campestris,8.73554987447699,60.3847570164849
Gentianella campestris,8.89946408669369,60.1695502383298
Gentianella campestris,9.04366731575289,60.2054531053807
Gentianella campestris,8.64293970895351,60.5551627800282
Gentianella campestris,5.25948628506185,59.2806774798043
Gentianella campestris,9.6399,61.2352
Gentianella campestris,9.8845,61.1803
Gentianella campestris,11.8201933127233,65.8685134965524
Gentianella campestris,11.8104939485799,65.8507126393201
Gentianella campestris,11.7687929238191,65.8393117467348
Gentianella campestris,9.26,61.6918
Gentianella campestris,11.1402,60.804
Gentianella campestris,10.72237,59.97258
Gentianella campestris,5.79873404503982,58.5010536520993
Gentianella campestris,5.9381,58.8676
Gentianella campestris,8.4861,61.4507
Gentianella campestris,6.555967768706,58.2153509467472
Gentianella campestris,7.51735744466396,59.2407000007254
Gentianella campestris,12.1501223974609,61.419131647972
Gentianella campestris,5.62980436698996,59.1151751660822
Gentianella campestris,9.4659,61.697
Gentianella campestris,9.3656,61.7594
Gentianella campestris,9.2468,60.036
Gentianella campestris,9.4847,62.6826
Gentianella campestris,11.6156,59.3058
Gentianella campestris,11.7074859072933,59.3876472946702
Gentianella campestris,10.9221712675914,61.6194279358887
Gentianella campestris,5.7882,58.5188
Gentianella campestris,9.63256192294123,60.8055826883628
Gentianella campestris,11.4058,60.7186
Gentianella campestris,11.3414,60.488
Gentianella campestris,10.6881053913595,60.6077852785286
Gentianella campestris,8.7924,60.4663
Gentianella campestris,12.0351,65.6997
Gentianella campestris,9.4824,59.9483
Gentianella campestris,7.6101,60.6701
Gentianella campestris,11.7364,61.8396
Gentianella campestris,9.3591,61.6106
Gentianella campestris,10.2018,60.5337
Gentianella campestris,10.5356,61.2052
Gentianella campestris,10.7826,60.7058
Gentianella campestris,6.4189,62.6106
Gentianella campestris,5.2929,59.5743
Gentianella campestris,9.583,62.2328
Gentianella campestris,11.73388835675,59.3439458519779
Gentianella campestris,12.2882,60.0614
Gentianella campestris,11.8202,60.1099
Gentianella campestris,11.8622,60.0547
Gentianella campestris,11.763989266081,59.3460462174901
Gentianella campestris,12.4354832277706,60.1164825600252
Gentianella campestris,9.5146,61.4359
Gentianella campestris,11.7167851758184,59.4161484869199
Gentianella campestris,7.2462,61.9513
Gentianella campestris,10.2937,60.7578
Gentianella campestris,8.8588,62.198
Gentianella campestris,8.3555,62.0534
Gentianella campestris,8.4365,62.0641
Gentianella campestris,8.9167,61.0333
Gentianella campestris,8.2074,62.2677
Gentianella campestris,9.3758,60.7276
Gentianella campestris,8.4526,61.1705
Gentianella campestris,8.646718667629,61.0489823731083
Gentianella campestris,10.5287,60.238
Gentianella campestris,10.1109,61.73
Gentianella campestris,10.0933,59.7179
Gentianella campestris,8.3181,60.8969
Gentianella campestris,8.3645,60.8792
Gentianella campestris,8.68004356526923,60.4923606842955
Gentianella campestris,10.963830503092,62.5706669399328
Gentianella campestris,8.3124,60.6891
Gentianella campestris,10.07,59.7383
Gentianella campestris,9.933,58.9679
Gentianella campestris,10.1102,59.6908
Gentianella campestris,12.7217,65.7366
Gentianella campestris,11.4361391502756,62.7518789480416
Gentianella campestris,9.7381,61.412
Gentianella campestris,13.6853,66.5197
Gentianella campestris,10.9284,60.615
Gentianella campestris,10.568,60.4544
Gentianella campestris,10.4567,60.3246
Gentianella campestris,10.5261,60.4387
Gentianella campestris,10.434,60.3446
Gentianella campestris,10.6601,60.6913
Gentianella campestris,10.6281126142804,60.3773755975823
Gentianella campestris,5.0611,62.01
Gentianella campestris,10.5035,60.6725
Gentianella campestris,10.6233,60.6163
Gentianella campestris,11.5245,59.5369
Gentianella campestris,10.5274,60.3511
Gentianella campestris,11.5785551555194,60.0990738103561
Gentianella campestris,8.4854,60.2333
Gentianella campestris,10.8245,59.9707
Gentianella campestris,10.6246,60.6424
Gentianella campestris,7.19327704766683,62.9925456627771
Gentianella campestris,8.7041,60.3125
Gentianella campestris,8.96779919700552,59.3412187306032
Gentianella campestris,11.6908610710382,60.0420726414716
Gentianella campestris,8.8852,60.2831
Gentianella campestris,8.8753,60.2652
Gentianella campestris,8.7518,60.4625
Gentianella campestris,5.5579,58.6594
Gentianella campestris,9.4433,59.97
Gentianella campestris,10.0675,59.7159
Gentianella campestris,10.6520181353799,60.2580711353853
Gentianella campestris,10.8838362044748,62.3832585072964
Gentianella campestris,8.1227,61.6679
Gentianella campestris,8.529,60.9697
Gentianella campestris,11.0622647705561,61.8823399070503
Gentianella campestris,9.87001358637952,62.0970368443393
Gentianella campestris,12.0648107423624,61.6284392657334
Gentianella campestris,11.0639386519176,62.4704638219631
Gentianella campestris,10.8952422937658,62.257353491582
Gentianella campestris,11.3825,62.6985
Gentianella campestris,9.5958,62.5959
Gentianella campestris,9.6051,62.5439
Gentianella campestris,9.5731,62.5986
Gentianella campestris,9.6047,62.5544
Gentianella campestris,9.6244,62.6045
Gentianella campestris,10.0015,62.379
Gentianella campestris,11.4308,62.6676
Gentianella campestris,10.3262,61.3229
Gentianella campestris,9.9968,61.2877
Gentianella campestris,9.2037,61.487
Gentianella campestris,9.305,61.4869
Gentianella campestris,9.7468,61.4902
Gentianella campestris,7.2817,61.9459
Gentianella campestris,5.13875000601146,62.1625895395722
Gentianella campestris,9.77005253201057,61.1365972258095
Gentianella campestris,8.7749,61.7208
Gentianella campestris,9.0634,61.7416
Gentianella campestris,11.752488491288,59.357046534774
Gentianella campestris,10.0638,59.9067
Gentianella campestris,11.9404,61.8264
Gentianella campestris,9.44414461038111,61.0652911175345
Gentianella campestris,9.69289177807262,62.4350488035383
Gentianella campestris,8.70181439068006,61.1886885002588
Gentianella campestris,10.8679,60.579
Gentianella campestris,9.41038084747235,62.4568468389956
Gentianella campestris,8.3579,62.527
Gentianella campestris,9.5453,62.0646
Gentianella campestris,5.4245542764349,62.2646968262513
Gentianella campestris,8.66861434917026,61.1643871916252
Gentianella campestris,5.19238545034947,59.2517756408423
Gentianella campestris,12.0962,60.1391
Gentianella campestris,12.4715827379393,60.1620846884329
Gentianella campestris,11.5889151959443,61.1203143486304
Gentianella campestris,8.64443502730324,60.6669672077172
Gentianella campestris,8.14782039494296,60.6283605777054
Gentianella campestris,9.05434961650123,60.6413703684553
Gentianella campestris,8.95544281042244,60.7252726821936
Gentianella campestris,10.6111355688401,62.1841477311503
Gentianella campestris,9.16254972420422,60.7238747254426
Gentianella campestris,9.05055246270907,60.5704675306066
Gentianella campestris,9.08995062419926,60.6453708869988
Gentianella campestris,9.89631445967849,59.7175425810531
Gentianella campestris,8.40543082596539,60.5812613750754
Gentianella campestris,8.48723011285118,60.6610653643002
Gentianella campestris,8.58783340438302,60.6613664073429
Gentianella campestris,9.58009566850304,59.9348479071911
Gentianella campestris,9.27867244031039,60.2680579313069
Gentianella campestris,8.49216986991627,59.701627849333
Gentianella campestris,11.1461,62.7839
Gentianella campestris,10.1195,62.5893
Gentianella campestris,14.3869,67.2107
Gentianella campestris,20.5012,69.4938
Gentianella campestris,21.0908,69.7949
Gentianella campestris,11.525,63.6546
Gentianella campestris,12.1139,63.9761
Gentianella campestris,10.8002,63.5354
Gentianella campestris,10.1632228682599,59.7244454812795
Gentianella campestris,10.4831,62.4618
Gentianella campestris,10.5621,62.4878
Gentianella campestris,11.7568567245198,62.6201766336931
Gentianella campestris,8.28881313089044,60.9038729309388
Gentianella campestris,8.5398,62.1924
Gentianella campestris,8.54697589920921,59.594124240144
Gentianella campestris,7.8431,60.2696
Gentianella campestris,8.89865333393035,60.4298604496676
Gentianella campestris,8.6268,60.4986
Gentianella campestris,8.82393499106634,60.8068745745136
Gentianella campestris,7.87876059786307,59.4464116700888
Gentianella campestris,9.65342987656905,59.1083166191669
Gentianella campestris,9.69194644960014,61.2168996497011
Gentianella campestris,11.8309932406799,65.8773139785037
Gentianella campestris,9.23719566043355,62.0098269347
Gentianella campestris,10.1673184872912,59.8411500674747
Gentianella campestris,9.5301,58.8938
Gentianella campestris,10.9382,59.0469
Gentianella campestris,8.4821,60.7095
Gentianella campestris,24.7880777425915,69.7581882172083
Gentianella campestris,10.6658056994231,60.5815840248697
Gentianella campestris,7.8475538651297,61.8885077068831
Gentianella campestris,5.9746259057531,58.8409684230157
Gentianella campestris,8.61536947894431,59.8098333100789
Gentianella campestris,11.1997,60.6269
Gentianella campestris,9.7562,61.4262
Gentianella campestris,8.875,62.2196
Gentianella campestris,7.7117,61.8095
Gentianella campestris,12.3237651804806,60.4928963552525
Gentianella campestris,9.24883720792774,61.0850899366894
Gentianella campestris,9.3417391700134,61.1118919422725
Gentianella campestris,7.80429099479118,61.0441734706969
Gentianella campestris,9.5377,60.5384
Gentianella campestris,9.8078,62.0791
Gentianella campestris,8.9805,61.1011
Gentianella campestris,10.2167,60.8079
Gentianella campestris,8.8332,62.1208
Gentianella campestris,8.6761,61.125
Gentianella campestris,8.4374,60.9244
Gentianella campestris,8.3831,60.8703
Gentianella campestris,10.9591,60.8193
Gentianella campestris,11.4742061789613,61.2437181858219
Gentianella campestris,10.4347,60.3599
Gentianella campestris,10.5761,60.5846
Gentianella campestris,10.7341,60.1264
Gentianella campestris,10.5322,60.6596
Gentianella campestris,11.1505,60.5626
Gentianella campestris,10.49,60.2991
Gentianella campestris,10.8965,60.6945
Gentianella campestris,11.0611,64.6361
Gentianella campestris,8.7037,60.4535
Gentianella campestris,11.4080412679263,62.6835758761799
Gentianella campestris,8.5657,60.9877
Gentianella campestris,9.81530694436243,62.2005404951032
Gentianella campestris,10.6458562793444,61.7442302652368
Gentianella campestris,12.0451096917106,61.6370394260358
Gentianella campestris,10.9011043184255,60.8114954242701
Gentianella campestris,8.9375,61.7659
Gentianella campestris,10.0758,59.727
Gentianella campestris,9.64938783570881,62.4864504606673
Gentianella campestris,8.72655432604365,60.2702524281864
Gentianella campestris,9.71630902350544,62.079934610487
Gentianella campestris,9.47249286735977,59.9172461457727
Gentianella campestris,9.5476,62.1948
Gentianella campestris,9.9271,62.6267
Gentianella campestris,11.8181,62.8393
Gentianella campestris,11.8767,65.7014
Gentianella campestris,9.7405,62.2238
Gentianella campestris,9.5681,62.7335
Gentianella campestris,11.159,64.8142
Gentianella campestris,12.1819,65.475
Gentianella campestris,10.7056,62.7284
Gentianella campestris,11.5052,63.6483
Gentianella campestris,10.8653,62.2147
Gentianella campestris,9.7399,63.7602
Gentianella campestris,11.1652,63.0439
Gentianella campestris,11.8289,62.9514
Gentianella campestris,9.4905,62.8143
Gentianella campestris,10.1278,62.2945
Gentianella campestris,9.7482,58.9884
Gentianella campestris,9.61433732205126,58.8750072839125
Gentianella campestris,10.026511393446,59.9051511772437
Gentianella campestris,8.5704,60.6376
Gentianella campestris,6.42862421970043,59.2277880466697
Gentianella campestris,12.0978,64.0126
Gentianella campestris,11.3167018135975,61.2181156483526
Gentianella campestris,12.6262,66.1822
Gentianella campestris,10.053,61.3641
Gentianella campestris,9.1896,62.0956
Gentianella campestris,10.3904,59.0985
Gentianella campestris,10.0147,61.8838
Gentianella campestris,10.9573,60.5795
Gentianella campestris,10.5585,60.5596
Gentianella campestris,15.3984,67.097
Gentianella campestris,7.2947,62.2262
Gentianella campestris,10.7657,60.7133
Gentianella campestris,10.2755555507809,61.4667154549143
Gentianella campestris,7.5044,60.6008
Gentianella campestris,9.7736,61.596
Gentianella campestris,11.7954652604577,62.4608704872892
Gentianella campestris,8.75375083883647,60.375856852066
Gentianella campestris,12.1173,60.1243
Gentianella campestris,9.0485,62.513
Gentianella campestris,10.7537,62.1159
Gentianella campestris,11.2631,63.2848
Gentianella campestris,9.5674,62.2246
Gentianella campestris,8.9713,62.1106
Gentianella campestris,4.89455840650044,61.8364737087701
Gentianella campestris,12.3776,65.1915
Gentianella campestris,8.70421,62.65769
Gentianella campestris,7.95376863011041,59.3033069287159
Gentianella campestris,10.4074,61.2223
Gentianella campestris,11.0124322722451,62.5699673856114
Gentianella campestris,12.3941,65.6102
Gentianella campestris,10.1944207906559,62.1875437505099
Gentianella campestris,10.1825,59.7261
Gentianella campestris,8.4675,61.7186
Gentianella campestris,22.9536653941573,70.0464893714202
Gentianella campestris,10.093,59.7089
Gentianella campestris,8.49353257350984,60.6080633367517
Gentianella campestris,11.735,65.0921
Gentianella campestris,11.8529,62.6819
Gentianella campestris,11.3546,63.1846
Gentianella campestris,7.2142,60.3659
Gentianella campestris,11.1893,62.8371
Gentianella campestris,9.4162,63.8063
Gentianella campestris,12.3657,66.008
Gentianella campestris,11.7572,65.1007
Gentianella campestris,9.0982,62.8376
Gentianella campestris,9.497,62.6213
Gentianella campestris,11.7512,62.9634
Gentianella campestris,11.8188,65.6815
Gentianella campestris,9.5489,62.2621
Gentianella campestris,9.758,62.1534
Gentianella campestris,11.8525,62.7893
Gentianella campestris,8.524,62.5302
Gentianella campestris,11.8672,62.8473
Gentianella campestris,11.0935,63.5713
Gentianella campestris,11.284,62.5392
Gentianella campestris,10.6489,62.7467
Gentianella campestris,8.7081,63.6118
Gentianella campestris,10.8733,63.3464
Gentianella campestris,9.8907,62.6522
Gentianella campestris,11.1922,62.8745
Gentianella campestris,11.4717,62.5735
Gentianella campestris,9.5975,62.772
Gentianella campestris,10.2921,62.9753
Gentianella campestris,10.8885,63.4723
Gentianella campestris,9.9531,64.0715
Gentianella campestris,13.3465,68.0405
Gentianella campestris,11.9175,62.6532
Gentianella campestris,9.678,63.7156
Gentianella campestris,9.1437,62.1105
Gentianella campestris,11.4504,62.6711
Gentianella campestris,12.1349,65.115
Gentianella campestris,9.0905,63.5271
Gentianella campestris,10.0853,63.966
Gentianella campestris,15.0358,67.9322
Gentianella campestris,11.5423,62.8311
Gentianella campestris,21.7958,69.9142
Gentianella campestris,12.2662,62.353
Gentianella campestris,9.9696,63.9562
Gentianella campestris,11.5105,62.688
Gentianella campestris,9.4161,63.7958
Gentianella campestris,9.5261,62.0632
Gentianella campestris,10.3368,62.6592
Gentianella campestris,7.5993,62.5026
Gentianella campestris,9.6059,62.226
Gentianella campestris,9.9575,64.0494
Gentianella campestris,9.6369,62.3753
Gentianella campestris,11.7426,62.8723
Gentianella campestris,12.0852,65.6739
Gentianella campestris,7.991,63.3457
Gentianella campestris,10.5856,64.4324
Gentianella campestris,5.3723,62.2322
Gentianella campestris,8.569,60.8878
Gentianella campestris,12.6092,66.3615
Gentianella campestris,12.1353,65.9081
Gentianella campestris,9.4596,62.7202
Gentianella campestris,12.7199,65.6585
Gentianella campestris,11.1443,64.8952
Gentianella campestris,14.7186,68.5167
Gentianella campestris,14.2461,66.7208
Gentianella campestris,14.8982,66.9343
Gentianella campestris,14.1712,66.755
Gentianella campestris,11.4202,62.7794
Gentianella campestris,11.4239,62.8242
Gentianella campestris,11.3384,62.7359
Gentianella campestris,10.8817,63.5523
Gentianella campestris,9.5767,63.7071
Gentianella campestris,9.7163,62.8253
Gentianella campestris,11.9246,62.9225
Gentianella campestris,11.299,63.4833
Gentianella campestris,10.6589,62.1351
Gentianella campestris,9.8791,62.3591
Gentianella campestris,8.9709,62.513
Gentianella campestris,11.1591,62.6939
Gentianella campestris,13.2699,65.6299
Gentianella campestris,6.99,62.8891
Gentianella campestris,9.6572,63.6888
Gentianella campestris,10.646,62.9537
Gentianella campestris,21.052,69.8397
Gentianella campestris,10.2013,62.6874
Gentianella campestris,12.1116,65.1325
Gentianella campestris,9.8389,62.3055
Gentianella campestris,11.6779,63.0262
Gentianella campestris,9.7592,63.7242
Gentianella campestris,13.9533,66.5657
Gentianella campestris,21.8191,69.8423
Gentianella campestris,20.5502,69.5997
Gentianella campestris,8.8942,62.2183
Gentianella campestris,10.8488,64.976
Gentianella campestris,10.5894,64.4445
Gentianella campestris,5.5179,58.7367
Gentianella campestris,9.533,63.5937
Gentianella campestris,10.5921,63.4122
Gentianella campestris,5.7647,62.3423
Gentianella campestris,13.21163,63.40755
Gentianella campestris,13.13534,68.12148
Gentianella campestris,13.82299,63.7137
Gentianella campestris,9.45374,62.46407
Gentianella campestris,9.43247,62.46307
Gentianella campestris,9.6989,62.42327
Gentianella campestris,9.65066,62.4747
Gentianella campestris,9.82912,62.44688
Gentianella campestris,9.2318,62.50658
Gentianella campestris,9.03659,62.13904
Gentianella campestris,9.46374,61.04868
Gentianella campestris,9.82223,62.09072
Gentianella campestris,9.86434,62.06523
Gentianella campestris,9.88879,62.06254
Gentianella campestris,9.7671,62.09724
Gentianella campestris,9.15024,62.50403
Gentianella campestris,9.11723,62.5009
Gentianella campestris,9.03489,62.47088
Gentianella campestris,8.94364,62.48639
Gentianella campestris,8.90805,62.44431
Gentianella campestris,8.92384,62.41436
Gentianella campestris,8.96309,62.53686
Gentianella campestris,9.12297,62.58088
Gentianella campestris,8.90274,62.50348
Gentianella campestris,9.06629,62.50829
Gentianella campestris,8.98792,62.51772
Gentianella campestris,8.95428,62.50406
Gentianella campestris,8.9355,62.49974
Gentianella campestris,9.148061,60.868828
Gentianella campestris,8.994103,60.897037
Gentianella campestris,9.183771,60.870023
Gentianella campestris,9.476067,61.039935
Gentianella campestris,15.47439,63.11024
Gentianella campestris,16.33709,62.41351
Gentianella campestris,16.71324,62.37568
Gentianella campestris,16.75356,62.73433
Gentianella campestris,15.62967,62.62526
Gentianella campestris,16.6545,62.6901
Gentianella campestris,15.81471,62.4235
Gentianella campestris,16.32525,62.28794
Gentianella campestris,17.07555,62.26067
Gentianella campestris,15.99994,62.63421
Gentianella campestris,17.91255,59.7387
Gentianella campestris,14.94847,59.48715
Gentianella campestris,15.17265,62.96752
Gentianella campestris,12.41709,60.93252
Gentianella campestris,15.79611,59.73985
Gentianella campestris,11.67842,57.69798
Gentianella campestris,12.35434,58.24764
Gentianella campestris,16.12998,59.83784
Gentianella campestris,14.57834,57.6775
Gentianella campestris,15.12832,57.67437
Gentianella campestris,14.93066,57.78356
Gentianella campestris,14.85553,57.86906
Gentianella campestris,14.90007,57.86277
Gentianella campestris,12.0007,59.1958
Gentianella campestris,12.44185,59.09119
Gentianella campestris,14.34949,57.61545
Gentianella campestris,14.96631,57.95327
Gentianella campestris,14.34769,57.92254
Gentianella campestris,14.57359,57.75081
Gentianella campestris,15.00187,57.98505
Gentianella campestris,14.45023,57.90168
Gentianella campestris,14.50925,57.64794
Gentianella campestris,14.47048,57.68634
Gentianella campestris,14.52992,57.71944
Gentianella campestris,14.39893,57.6274
Gentianella campestris,15.01777,57.72694
Gentianella campestris,14.88588,57.86856
Gentianella campestris,14.61595,57.92482
Gentianella campestris,14.92519,57.83602
Gentianella campestris,8.84061,61.253318
Gentianella campestris,9.18659,60.98581
Gentianella campestris,9.41231,61.10437
Gentianella campestris,9.40201,61.06301
Gentianella campestris,9.65942,62.51501
Gentianella campestris,9.54982,62.71269
Gentianella campestris,10.6771,60.70718
Gentianella campestris,10.60811,60.66048
Gentianella campestris,14.42386,55.99378
Gentianella campestris,12.55856,56.444
Gentianella campestris,14.8429,68.50598
Gentianella campestris,19.3421,70.21598
Gentianella campestris,15.77685,56.19966
Gentianella campestris,9.127778,62.075278
Gentianella campestris,9.45125,62.12133
Gentianella campestris,9.437222,62.140556
Gentianella campestris,12.50167,56.27714
Gentianella campestris,16.19983,60.30897
Gentianella campestris,12.79882,59.91266
Gentianella campestris,15.28785,58.98022
Gentianella campestris,15.25977,58.99626
Gentianella campestris,12.74813,59.94491
Gentianella campestris,15.11574,58.89144
Gentianella campestris,15.09633,58.89016
Gentianella campestris,14.7961,58.90819
Gentianella campestris,15.04711,58.89544
Gentianella campestris,15.11879,58.82502
Gentianella campestris,15.08054,58.92374
Gentianella campestris,15.24243,58.86889
Gentianella campestris,15.30304,59.0117
Gentianella campestris,15.02023,58.97259
Gentianella campestris,15.06494,58.79558
Gentianella campestris,14.83787,61.18021
Gentianella campestris,15.0657,60.22344
Gentianella campestris,14.35369,60.13751
Gentianella campestris,14.76578,61.16011
Gentianella campestris,15.4635,60.02296
Gentianella campestris,15.40569,60.3531
Gentianella campestris,15.63336,60.12023
Gentianella campestris,15.10596,60.30787
Gentianella campestris,14.82439,60.16607
Gentianella campestris,14.63092,60.83948
Gentianella campestris,15.13745,60.97758
Gentianella campestris,13.40734,60.992
Gentianella campestris,13.93983,61.241
Gentianella campestris,15.21048,61.02279
Gentianella campestris,15.59058,60.33557
Gentianella campestris,14.86663,60.20048
Gentianella campestris,14.69524,60.04297
Gentianella campestris,14.82185,59.25853
Gentianella campestris,14.63705,60.84806
Gentianella campestris,14.73719,61.15405
Gentianella campestris,16.27859,60.3376
Gentianella campestris,14.91879,59.29469
Gentianella campestris,15.39831,60.81268
Gentianella campestris,15.82233,60.3528
Gentianella campestris,14.72074,60.03151
Gentianella campestris,15.1078,60.75422
Gentianella campestris,15.72435,60.14071
Gentianella campestris,13.89371,60.24748
Gentianella campestris,15.11367,60.02877
Gentianella campestris,15.33145,60.72442
Gentianella campestris,15.04657,60.06072
Gentianella campestris,15.10475,60.36441
Gentianella campestris,15.12585,60.30798
Gentianella campestris,15.61582,60.19784
Gentianella campestris,15.61504,60.33247
Gentianella campestris,15.65104,60.29877
Gentianella campestris,15.66927,60.35049
Gentianella campestris,15.96838,60.94593
Gentianella campestris,13.60411,61.54963
Gentianella campestris,15.19695,61.05324
Gentianella campestris,16.19108,60.28672
Gentianella campestris,16.21809,60.27856
Gentianella campestris,14.34111,61.26388
Gentianella campestris,13.46127,60.96243
Gentianella campestris,13.21889,63.51358
Gentianella campestris,14.73277,63.39858
Gentianella campestris,13.03039,63.55451
Gentianella campestris,14.98831,62.99316
Gentianella campestris,14.86056,63.21903
Gentianella campestris,12.7436,63.44589
Gentianella campestris,13.93813,63.39116
Gentianella campestris,15.06645,62.81614
Gentianella campestris,14.06739,63.36257
Gentianella campestris,13.15813,63.3808
Gentianella campestris,13.19099,63.25947
Gentianella campestris,14.71582,63.01573
Gentianella campestris,14.04248,63.34508
Gentianella campestris,13.90926,63.40385
Gentianella campestris,13.98208,63.39637
Gentianella campestris,13.86622,63.40709
Gentianella campestris,15.46,63.88619
Gentianella campestris,13.80827,63.57058
Gentianella campestris,14.06414,63.3246
Gentianella campestris,14.88916,63.40064
Gentianella campestris,15.2337,63.49969
Gentianella campestris,15.04038,63.42043
Gentianella campestris,15.11614,62.96403
Gentianella campestris,15.26473,63.03803
Gentianella campestris,14.38915,63.2488
Gentianella campestris,14.8197,63.09543
Gentianella campestris,14.8654,63.27235
Gentianella campestris,14.49223,62.94835
Gentianella campestris,14.35325,63.02004
Gentianella campestris,14.39052,62.83511
Gentianella campestris,14.56861,62.98554
Gentianella campestris,14.89915,63.01328
Gentianella campestris,13.76362,62.37034
Gentianella campestris,13.81199,63.50241
Gentianella campestris,14.75739,63.07729
Gentianella campestris,14.48227,62.7737
Gentianella campestris,14.35919,63.02947
Gentianella campestris,14.17743,63.46556
Gentianella campestris,14.15534,63.46149
Gentianella campestris,14.30563,63.30245
Gentianella campestris,14.33305,63.39831
Gentianella campestris,14.0641,63.3139
Gentianella campestris,13.23816,63.47074
Gentianella campestris,15.01707,63.07498
Gentianella campestris,14.42036,63.26015
Gentianella campestris,13.14655,63.26852
Gentianella campestris,12.93502,63.13064
Gentianella campestris,14.62323,63.01293
Gentianella campestris,13.779,63.56661
Gentianella campestris,14.41772,63.26954
Gentianella campestris,14.78549,63.03558
Gentianella campestris,14.77518,63.02188
Gentianella campestris,14.81009,63.33221
Gentianella campestris,14.31565,63.02189
Gentianella campestris,13.10565,63.52923
Gentianella campestris,15.4083,62.12478
Gentianella campestris,14.45055,62.82767
Gentianella campestris,14.36383,62.66503
Gentianella campestris,13.29535,63.31943
Gentianella campestris,13.37794,63.41933
Gentianella campestris,14.71555,63.17165
Gentianella campestris,14.75034,63.02692
Gentianella campestris,14.57811,62.96589
