,occurrenceStatus,decimalLatitude,decimalLongitude,year,bio1,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9
0,1,59.04869,12.48201,2010,6.60815143585205,16.7482681274414,-3.44967651367188,665.566345214844,98.9775466918945,19.6019229888916,43.9103088378906,230.67887878418,91.0215301513672,138.362030029297,167.278060913086,8.3525915145874,25.2315235137939,836.203918457031,24.3050174713135,-8.79877471923828,33.1037902832031,-0.232823401689529,16.0097389221191
1,1,59.1642,16.51363,2010,7.44380044937134,17.9297218322754,-2.83829808235168,456.959014892578,70.6869735717773,9.62731552124023,39.9528274536133,161.804840087891,59.4832420349121,146.058624267578,109.352630615234,8.78598213195801,25.5692100524902,858.795043945312,26.0653381347656,-8.29623317718506,34.361572265625,12.2691516876221,6.18532657623291
2,1,62.18704,16.60782,2010,3.74520874023438,14.739782333374,-7.21347522735596,605.169799804688,77.3683090209961,27.038646697998,29.2808780670166,193.607315063477,109.329360961914,164.88720703125,138.688980102539,9.37850379943848,25.4219779968262,907.896423339844,23.4137802124023,-13.4775419235229,36.8913230895996,13.7238302230835,2.30467844009399
3,1,62.5409,17.80482,2010,5.04011011123657,15.8930959701538,-6.0936222076416,555.81103515625,75.8440780639648,29.8088684082031,30.7085418701172,182.153945922852,100.863075256348,131.767791748047,129.999954223633,8.35986328125,23.1315689086914,901.9453125,24.0054893493652,-12.1350040435791,36.140495300293,6.5116982460022,-3.40559458732605
4,1,63.12914,14.81045,2010,3.43212199211121,14.1109981536865,-7.34434127807617,511.890594482422,73.6619033813477,22.3666458129883,38.0993881225586,188.171966552734,78.5202255249023,172.518325805664,84.0704345703125,8.55059814453125,24.5259189605713,894.496643066406,22.4320487976074,-12.431468963623,34.8635177612305,13.1715478897095,-4.1298041343689
5,1,59.73876,17.91213,2010,7.21153688430786,17.7499752044678,-3.27852630615234,429.770935058594,71.3950500488281,10.6016616821289,42.5565223693848,158.770889282227,57.197135925293,141.670776367188,99.5365447998047,8.25808429718018,23.9645404815674,869.457092285156,25.6796951293945,-8.77990341186523,34.4595985412598,12.2773571014404,5.73684978485107
6,1,60.58061,17.34055,2010,6.61061668395996,17.1362724304199,-3.88323307037354,490.337341308594,68.0986709594727,15.2136430740356,37.9667358398438,165.21760559082,74.0478744506836,133.510269165039,128.624252319336,8.49636077880859,24.4002017974854,865.521484375,25.4058475494385,-9.41501712799072,34.8208656311035,11.8218870162964,4.90161800384521
7,1,58.17295,16.73608,2010,8.03722095489502,18.3865203857422,-1.90376687049866,470.904754638672,76.0659103393555,9.67860984802246,42.946174621582,164.079498291016,62.8576278686523,147.417388916016,125.476760864258,7.93202209472656,24.3285312652588,837.427673339844,25.6319160461426,-6.97186803817749,32.6037826538086,13.2840585708618,6.27681159973145
8,1,60.5477,16.41501,2010,6.06781625747681,16.9684200286865,-4.82596015930176,495.07568359375,68.3890075683594,14.1312780380249,37.9026336669922,165.393630981445,74.8674545288086,136.9091796875,122.687438964844,9.41840744018555,25.6236553192139,902.389404296875,25.8675079345703,-10.889181137085,36.7566909790039,11.0903234481812,4.89533472061157
9,1,60.5803,17.33517,2010,6.61061668395996,17.1362724304199,-3.88323307037354,490.337341308594,68.0986709594727,15.2136430740356,37.9667358398438,165.21760559082,74.0478744506836,133.510269165039,128.624252319336,8.49636077880859,24.4002017974854,865.521484375,25.4058475494385,-9.41501712799072,34.8208656311035,11.8218870162964,4.90161800384521
10,1,60.54157,16.43926,2010,6.25438022613525,17.2105293273926,-4.71796226501465,484.668579101562,66.5722579956055,13.3470611572266,38.2463912963867,162.478057861328,72.4488525390625,136.495452880859,120.520935058594,9.57991790771484,25.8257904052734,908.9208984375,26.2363681793213,-10.8580131530762,37.0943832397461,11.3007144927979,5.13756132125854
11,1,60.54191,16.43164,2010,6.2006516456604,17.137674331665,-4.73837327957153,485.484405517578,66.7170181274414,13.8791160583496,37.9543838500977,162.628143310547,73.1639785766602,135.089920043945,120.478439331055,9.52050971984863,25.7568778991699,906.067687988281,26.1052703857422,-10.8577089309692,36.9629783630371,11.246768951416,5.03937864303589
12,1,60.54524,16.42181,2010,6.2006516456604,17.137674331665,-4.73837327957153,485.484405517578,66.7170181274414,13.8791160583496,37.9543838500977,162.628143310547,73.1639785766602,135.089920043945,120.478439331055,9.52050971984863,25.7568778991699,906.067687988281,26.1052703857422,-10.8577089309692,36.9629783630371,11.246768951416,5.03937864303589
13,1,60.54413,16.41494,2010,6.06781625747681,16.9684200286865,-4.82596015930176,495.07568359375,68.3890075683594,14.1312780380249,37.9026336669922,165.393630981445,74.8674545288086,136.9091796875,122.687438964844,9.41840744018555,25.6236553192139,902.389404296875,25.8675079345703,-10.889181137085,36.7566909790039,11.0903234481812,4.89533472061157
14,1,60.4876,17.08528,2010,6.60687971115112,17.2751636505127,-4.05014276504517,481.317108154297,65.9393615722656,13.873363494873,38.2383842468262,162.74528503418,71.4996643066406,136.397857666016,122.036331176758,9.10890483856201,25.3423500061035,882.204833984375,25.9857902526855,-9.95761966705322,35.9434089660645,11.7316379547119,5.19006013870239
15,1,60.54191,16.43164,2010,6.2006516456604,17.137674331665,-4.73837327957153,485.484405517578,66.7170181274414,13.8791160583496,37.9543838500977,162.628143310547,73.1639785766602,135.089920043945,120.478439331055,9.52050971984863,25.7568778991699,906.067687988281,26.1052703857422,-10.8577089309692,36.9629783630371,11.246768951416,5.03937864303589
16,1,60.48762,17.08571,2010,6.60687971115112,17.2751636505127,-4.05014276504517,481.317108154297,65.9393615722656,13.873363494873,38.2383842468262,162.74528503418,71.4996643066406,136.397857666016,122.036331176758,9.10890483856201,25.3423500061035,882.204833984375,25.9857902526855,-9.95761966705322,35.9434089660645,11.7316379547119,5.19006013870239
17,1,60.48828,17.07643,2010,6.56153535842896,17.2712249755859,-4.13934516906738,479.09033203125,66.0957717895508,13.4384212493896,38.8515243530273,162.43830871582,70.331298828125,136.654266357422,120.400833129883,9.22574615478516,25.5086116790771,886.085876464844,26.0677299499512,-10.0994548797607,36.1671829223633,11.6775102615356,5.19401693344116
18,1,60.5054,17.09114,2010,6.57438325881958,17.2257061004639,-4.03532934188843,480.741088867188,65.9745635986328,14.159836769104,37.8214950561523,161.499481201172,71.9960708618164,135.844131469727,121.922546386719,9.02212524414062,25.2325897216797,879.236938476562,25.8586559295654,-9.89718627929688,35.7558441162109,11.7020378112793,5.13011121749878
19,1,57.69803,11.67849,2010,8.80112457275391,18.0284996032715,-0.893567681312561,533.445617675781,77.0892486572266,16.2859477996826,48.6598968505859,195.087478637695,61.0489730834961,121.852279663086,127.997016906738,6.96404552459717,23.4790496826172,771.785766601562,24.2776050567627,-5.38307285308838,29.6606788635254,13.6683254241943,17.0695743560791
20,1,60.50681,17.09015,2010,6.57438325881958,17.2257061004639,-4.03532934188843,480.741088867188,65.9745635986328,14.159836769104,37.8214950561523,161.499481201172,71.9960708618164,135.844131469727,121.922546386719,9.02212524414062,25.2325897216797,879.236938476562,25.8586559295654,-9.89718627929688,35.7558441162109,11.7020378112793,5.13011121749878
21,1,57.87151,13.44313,2010,7.18004083633423,16.9771099090576,-2.5489456653595,642.269104003906,85.4205627441406,23.8053588867188,33.6772155761719,218.706497192383,105.004135131836,175.538986206055,147.965515136719,8.37224292755127,26.2082176208496,806.206115722656,24.4807243347168,-7.4643816947937,31.9451065063477,11.8525400161743,5.97594165802002
22,1,58.94791,16.86276,2010,7.7824649810791,18.0902919769287,-2.45166683197021,440.543884277344,66.0183181762695,8.96162986755371,40.154239654541,156.325225830078,54.7215728759766,138.236480712891,105.487197875977,8.20217800140381,24.628776550293,846.186157226562,25.6289863586426,-7.67424345016479,33.3032302856445,12.8146162033081,6.26582908630371
23,1,58.9449,16.8503,2010,7.7824649810791,18.0902919769287,-2.45166683197021,440.543884277344,66.0183181762695,8.96162986755371,40.154239654541,156.325225830078,54.7215728759766,138.236480712891,105.487197875977,8.20217800140381,24.628776550293,846.186157226562,25.6289863586426,-7.67424345016479,33.3032302856445,12.8146162033081,6.26582908630371
24,1,58.94519,16.85197,2010,7.7824649810791,18.0902919769287,-2.45166683197021,440.543884277344,66.0183181762695,8.96162986755371,40.154239654541,156.325225830078,54.7215728759766,138.236480712891,105.487197875977,8.20217800140381,24.628776550293,846.186157226562,25.6289863586426,-7.67424345016479,33.3032302856445,12.8146162033081,6.26582908630371
25,1,58.94906,16.85449,2010,7.7824649810791,18.0902919769287,-2.45166683197021,440.543884277344,66.0183181762695,8.96162986755371,40.154239654541,156.325225830078,54.7215728759766,138.236480712891,105.487197875977,8.20217800140381,24.628776550293,846.186157226562,25.6289863586426,-7.67424345016479,33.3032302856445,12.8146162033081,6.26582908630371
